mean_depth,1,2,3,4,5,6,7
0.01,0.004300184977325119,0.0067353964533580675,0.008262200546056215,0.009707608216388698,0.011300869151742178,0.013349571701140234,0.01749873984930183
0.02,0.008600369954650237,0.013470792906716135,0.01652440109211243,0.019415216432777396,0.022601738303484355,0.026699143402280467,0.03499747969860366
0.03,0.012900554931975356,0.0202061893600742,0.02478660163816864,0.029122824649166094,0.03390260745522653,0.040048715103420694,0.05249621954790548
0.04,0.017200739909300475,0.02694158581343227,0.03304880218422486,0.03883043286555479,0.04520347660696871,0.053398286804560935,0.06999495939720732
0.05,0.021500924886625597,0.033676982266790334,0.04131100273028107,0.0485380410819435,0.05650434575871089,0.06674785850570117,0.08749369924650913
0.06,0.025801109863950712,0.040412378720148405,0.04957320327633728,0.05824564929833219,0.06780521491045306,0.0800974302068414,0.10499243909581096
0.07,0.030101294841275824,0.04714777517350646,0.057835403822393494,0.0679532575147209,0.07910608406219524,0.09344700190798161,0.12249117894511277
0.08,0.03440147981860095,0.05388317162686454,0.06609760436844972,0.07766086573110959,0.09040695321393742,0.10679657360912187,0.13998991879441464
0.09,0.038701664795926065,0.0606185680802226,0.07435980491450592,0.08736847394749828,0.1017078223656796,0.12014614531026209,0.15748865864371642
0.1,0.04300184977325119,0.06735396453358067,0.08262200546056214,0.09707608216388698,0.11300869151742177,0.1334957170114023,0.17498739849301825
0.11,0.047302034750576295,0.07408936098693873,0.09088420600661835,0.10678369038027569,0.12430956066916395,0.14684528871254254,0.1924861383423201
0.12,0.051602219727901424,0.0808247574402968,0.09914640655267457,0.11649129859666438,0.13561042982090613,0.16019486041368278,0.20998487819162193
0.13,0.05590240470522654,0.08756015389365487,0.10740860709873079,0.12619890681305307,0.14691129897264832,0.173544432114823,0.22748361804092374
0.14,0.06020258968255167,0.09429555034701295,0.11567080764478702,0.1359065150294418,0.15821216812439048,0.18689400381596327,0.2449823578902256
0.15,0.06450277465987678,0.101030946800371,0.12393300819084321,0.1456141232458305,0.16951303727613268,0.20024357551710353,0.26248109773952744
0.16,0.0688029596372019,0.10776634325372908,0.13219520873689944,0.15532173146221917,0.18081390642787484,0.21359314721824374,0.2799798375888293
0.17,0.07310314461452702,0.11450173970708714,0.14045740928295564,0.1650293396786079,0.19211477557961704,0.22694271891938397,0.2974785774381311
0.18,0.07740332959185214,0.12123713616044521,0.14871960982901186,0.1747369478949966,0.2034156447313592,0.2402922906205242,0.31497731728743295
0.19,0.08170351456917727,0.12797253261380329,0.1569818103750681,0.18444455611138527,0.21471651388310137,0.2536418623216644,0.33247605713673467
0.2,0.08600369954650239,0.13470792906716134,0.16524401092112428,0.194152164327774,0.22601738303484356,0.2669914340228047,0.3499747969860365
0.21,0.09030388452382751,0.14144332552051941,0.1735062114671805,0.20385977254416268,0.23731825218658573,0.2803410057239449,0.3674735368353384
0.22,0.09460406950115259,0.14817872197387746,0.1817684120132367,0.21356738076055137,0.2486191213383279,0.2936905774250851,0.3849722766846402
0.23,0.09890425447847774,0.15491411842723557,0.19003061255929293,0.2232749889769401,0.2599199904900701,0.30704014912622535,0.40247101653394207
0.24,0.10320443945580285,0.16164951488059362,0.19829281310534913,0.23298259719332876,0.27122085964181225,0.3203897208273656,0.41996975638324385
0.25,0.10750462443312796,0.16838491133395167,0.20655501365140533,0.24269020540971747,0.2825217287935544,0.33373929252850576,0.4374684962325457
0.26,0.11180480941045308,0.17512030778730975,0.21481721419746158,0.25239781362610614,0.29382259794529664,0.347088864229646,0.45496723608184747
0.27,0.11610499438777822,0.18185570424066783,0.22307941474351778,0.26210542184249486,0.3051234670970388,0.3604384359307863,0.47246597593114936
0.28,0.12040517936510334,0.1885911006940259,0.23134161528957403,0.2718130300588836,0.31642433624878097,0.37378800763192654,0.4899647157804512
0.29,0.12470536434242845,0.19532649714738395,0.23960381583563023,0.2815206382752723,0.3277252054005232,0.3871375793330668,0.507463455629753
0.3,0.12900554931975355,0.202061893600742,0.2478660163816864,0.2912282464916609,0.3390260745522653,0.40048715103420696,0.5249621954790548
0.31,0.1333057342970787,0.20879729005410008,0.2561282169277426,0.3009358547080497,0.3503269437040075,0.4138367227353472,0.5424609353283567
0.32,0.1376059192744038,0.21553268650745816,0.2643904174737989,0.31064346292443834,0.3616278128557497,0.4271862944364875,0.5599596751776585
0.33,0.14190610425172895,0.22226808296081624,0.2726526180198551,0.32035107114082706,0.37292868200749185,0.4405358661376277,0.5774584150269604
0.34,0.14620628922905404,0.2290034794141743,0.2809148185659113,0.3300586793572158,0.3842295511592341,0.45388543783876795,0.5949571548762622
0.35,0.15050647420637914,0.23573887586753234,0.28917701911196747,0.3397662875736045,0.39553042031097624,0.46723500953990815,0.612455894725564
0.36,0.1548066591837043,0.24247427232089042,0.2974392196580237,0.3494738957899932,0.4068312894627184,0.4805845812410484,0.6299546345748659
0.37,0.15910684416102938,0.2492096687742485,0.3057014202040799,0.3591815040063818,0.4181321586144605,0.49393415294218856,0.6474533744241676
0.38,0.16340702913835453,0.25594506522760657,0.3139636207501362,0.36888911222277054,0.42943302776620274,0.5072837246433288,0.6649521142734693
0.39,0.16770721411567963,0.2626804616809646,0.32222582129619237,0.37859672043915926,0.44073389691794496,0.5206332963444691,0.6824508541227713
0.4,0.17200739909300478,0.26941585813432267,0.33048802184224857,0.388304328655548,0.4520347660696871,0.5339828680456093,0.699949593972073
0.41,0.17630758407032987,0.27615125458768075,0.33875022238830477,0.3980119368719367,0.4633356352214293,0.5473324397467496,0.717448333821375
0.42,0.18060776904765502,0.28288665104103883,0.347012422934361,0.40771954508832536,0.47463650437317145,0.5606820114478898,0.7349470736706768
0.43,0.18490795402498011,0.2896220474943969,0.35527462348041716,0.417427153304714,0.48593737352491356,0.5740315831490299,0.7524458135199785
0.44,0.18920813900230518,0.29635744394775493,0.3635368240264734,0.42713476152110275,0.4972382426766558,0.5873811548501702,0.7699445533692804
0.45,0.19350832397963033,0.303092840401113,0.3717990245725296,0.43684236973749146,0.508539111828398,0.6007307265513104,0.7874432932185822
0.46,0.19780850895695548,0.30982823685447114,0.38006122511858587,0.4465499779538802,0.5198399809801402,0.6140802982524507,0.8049420330678841
0.47,0.2021086939342806,0.3165636333078292,0.38832342566464206,0.4562575861702689,0.5311408501318824,0.627429869953591,0.8224407729171859
0.48,0.2064088789116057,0.32329902976118724,0.39658562621069826,0.4659651943866575,0.5424417192836245,0.6407794416547312,0.8399395127664877
0.49,0.21070906388893082,0.33003442621454526,0.40484782675675446,0.47567280260304623,0.5537425884353666,0.6541290133558713,0.8574382526157895
0.5,0.21500924886625591,0.33676982266790334,0.41311002730281066,0.48538041081943495,0.5650434575871088,0.6674785850570115,0.8749369924650914
0.51,0.21930943384358104,0.3435052191212614,0.42137222784886685,0.49508801903582367,0.576344326738851,0.6808281567581518,0.8924357323143932
0.52,0.22360961882090616,0.3502406155746195,0.42963442839492316,0.5047956272522123,0.5876451958905933,0.694177728459292,0.9099344721636949
0.53,0.22790980379823128,0.3569760120279776,0.43789662894097936,0.514503235468601,0.5989460650423355,0.7075273001604323,0.9274332120129969
0.54,0.23220998877555643,0.36371140848133565,0.44615882948703556,0.5242108436849897,0.6102469341940776,0.7208768718615726,0.9449319518622987
0.55,0.23651017375288153,0.3704468049346937,0.45442103003309176,0.5339184519013784,0.6215478033458197,0.7342264435627128,0.9624306917116006
0.56,0.24081035873020668,0.3771822013880518,0.46268323057914806,0.5436260601177672,0.6328486724975619,0.7475760152638531,0.9799294315609024
0.57,0.24511054370753177,0.3839175978414099,0.47094543112520426,0.5533336683341559,0.6441495416493042,0.7609255869649934,0.9974281714102042
0.58,0.2494107286848569,0.3906529942947679,0.47920763167126046,0.5630412765505446,0.6554504108010464,0.7742751586661336,1.014926911259506
0.59,0.25371091366218196,0.39738839074812593,0.4874698322173166,0.5727488847669332,0.6667512799527884,0.7876247303672737,1.0324256511088077
0.6,0.2580110986395071,0.404123787201484,0.4957320327633728,0.5824564929833218,0.6780521491045306,0.8009743020684139,1.0499243909581095
0.61,0.2623112836168322,0.4108591836548421,0.5039942333094289,0.5921641011997105,0.6893530182562728,0.8143238737695542,1.0674231308074114
0.62,0.2666114685941574,0.41759458010820016,0.5122564338554852,0.6018717094160994,0.700653887408015,0.8276734454706944,1.0849218706567134
0.63,0.27091165357148245,0.4243299765615582,0.5205186344015414,0.611579317632488,0.7119547565597572,0.8410230171718347,1.102420610506015
0.64,0.2752118385488076,0.4310653730149163,0.5287808349475978,0.6212869258488767,0.7232556257114994,0.854372588872975,1.119919350355317
0.65,0.2795120235261327,0.43780076946827434,0.537043035493654,0.6309945340652654,0.7345564948632415,0.867722160574115,1.1374180902046187
0.66,0.2838122085034579,0.4445361659216325,0.5453052360397102,0.6407021422816541,0.7458573640149837,0.8810717322752554,1.1549168300539208
0.67,0.288112393480783,0.45127156237499055,0.5535674365857663,0.6504097504980428,0.7571582331667259,0.8944213039763955,1.1724155699032224
0.68,0.2924125784581081,0.4580069588283486,0.5618296371318225,0.6601173587144316,0.7684591023184681,0.9077708756775359,1.1899143097525244
0.69,0.29671276343543324,0.46474235528170665,0.5700918376778787,0.6698249669308203,0.7797599714702103,0.921120447378676,1.207413049601826
0.7,0.3010129484127583,0.4714777517350647,0.5783540382239349,0.679532575147209,0.7910608406219525,0.9344700190798163,1.224911789451128
0.71,0.3053131333900834,0.4782131481884228,0.5866162387699912,0.6892401833635977,0.8023617097736946,0.9478195907809566,1.2424105293004297
0.72,0.3096133183674085,0.4849485446417808,0.5948784393160473,0.6989477915799862,0.8136625789254368,0.9611691624820967,1.2599092691497313
0.73,0.31391350334473367,0.4916839410951389,0.6031406398621036,0.7086553997963749,0.8249634480771788,0.9745187341832369,1.2774080089990334
0.74,0.31821368832205876,0.498419337548497,0.6114028404081598,0.7183630080127636,0.836264317228921,0.9878683058843771,1.2949067488483352
0.75,0.3225138732993839,0.505154734001855,0.619665040954216,0.7280706162291524,0.8475651863806632,1.0012178775855174,1.312405488697637
0.76,0.32681405827670906,0.5118901304552131,0.6279272415002723,0.7377782244455411,0.8588660555324055,1.0145674492866577,1.3299042285469387
0.77,0.3311142432540341,0.5186255269085711,0.6361894420463284,0.7474858326619298,0.8701669246841477,1.027917020987798,1.3474029683962407
0.78,0.33541442823135925,0.5253609233619292,0.6444516425923847,0.7571934408783185,0.8814677938358899,1.0412665926889382,1.3649017082455426
0.79,0.33971461320868435,0.5320963198152873,0.6527138431384409,0.7669010490947072,0.892768662987632,1.0546161643900784,1.3824004480948444
0.8,0.34401479818600955,0.5388317162686453,0.6609760436844971,0.776608657311096,0.9040695321393742,1.0679657360912187,1.399899187944146
0.81,0.34831498316333454,0.5455671127220034,0.6692382442305533,0.7863162655274847,0.9153704012911164,1.0813153077923587,1.417397927793448
0.82,0.35261516814065974,0.5523025091753615,0.6775004447766095,0.7960238737438734,0.9266712704428586,1.0946648794934992,1.43489666764275
0.83,0.35691535311798495,0.5590379056287196,0.6857626453226657,0.8057314819602621,0.9379721395946008,1.1080144511946393,1.4523954074920518
0.84,0.36121553809531004,0.5657733020820777,0.694024845868722,0.8154390901766507,0.9492730087463429,1.1213640228957795,1.4698941473413536
0.85,0.3655157230726351,0.5725086985354357,0.7022870464147781,0.8251466983930393,0.960573877898085,1.1347135945969198,1.4873928871906554
0.86,0.36981590804996023,0.5792440949887938,0.7105492469608343,0.834854306609428,0.9718747470498271,1.1480631662980598,1.504891627039957
0.87,0.3741160930272853,0.5859794914421518,0.7188114475068905,0.8445619148258168,0.9831756162015695,1.1614127379992003,1.5223903668892589
0.88,0.37841627800461036,0.5927148878955099,0.7270736480529468,0.8542695230422055,0.9944764853533116,1.1747623097003403,1.5398891067385607
0.89,0.38271646298193557,0.599450284348868,0.735335848599003,0.8639771312585942,1.005777354505054,1.1881118814014808,1.5573878465878628
0.9,0.38701664795926066,0.606185680802226,0.7435980491450592,0.8736847394749829,1.017078223656796,1.2014614531026209,1.5748865864371644
0.91,0.3913168329365858,0.6129210772555842,0.7518602496911155,0.8833923476913716,1.0283790928085381,1.2148110248037611,1.5923853262864662
0.92,0.39561701791391096,0.6196564737089423,0.7601224502371717,0.8930999559077604,1.0396799619602803,1.2281605965049014,1.6098840661357683
0.93,0.39991720289123606,0.6263918701623002,0.7683846507832279,0.9028075641241491,1.0509808311120226,1.2415101682060417,1.6273828059850701
0.94,0.4042173878685612,0.6331272666156584,0.7766468513292841,0.9125151723405378,1.0622817002637648,1.254859739907182,1.6448815458343717
0.95,0.40851757284588625,0.6398626630690163,0.7849090518753403,0.9222227805569264,1.0735825694155068,1.2682093116083222,1.6623802856836738
0.96,0.4128177578232114,0.6465980595223745,0.7931712524213965,0.931930388773315,1.084883438567249,1.2815588833094624,1.6798790255329754
0.97,0.4171179428005365,0.6533334559757324,0.8014334529674527,0.9416379969897037,1.0961843077189912,1.2949084550106025,1.697377765382277
0.98,0.42141812777786164,0.6600688524290905,0.8096956535135089,0.9513456052060925,1.1074851768707332,1.3082580267117425,1.714876505231579
0.99,0.42571831275518673,0.6668042488824486,0.8179578540595651,0.9610532134224812,1.1187860460224757,1.321607598412883,1.7323752450808811
1.0,0.43001849773251183,0.6735396453358067,0.8262200546056213,0.9707608216388699,1.1300869151742177,1.334957170114023,1.7498739849301828
1.01,0.43431868270983703,0.6802750417891648,0.8344822551516776,0.9804684298552585,1.1413877843259599,1.3483067418151635,1.7673727247794846
1.02,0.4386188676871621,0.6870104382425228,0.8427444556977337,0.9901760380716473,1.152688653477702,1.3616563135163036,1.7848714646287864
1.03,0.4429190526644872,0.6937458346958809,0.85100665624379,0.9998836462880359,1.163989522629444,1.375005885217444,1.802370204478088
1.04,0.4472192376418123,0.700481231149239,0.8592688567898463,1.0095912545044246,1.1752903917811865,1.388355456918584,1.8198689443273899
1.05,0.4515194226191375,0.7072166276025971,0.8675310573359025,1.0192988627208135,1.1865912609329285,1.4017050286197246,1.837367684176692
1.06,0.45581960759646256,0.7139520240559551,0.8757932578819587,1.029006470937202,1.197892130084671,1.4150546003208646,1.8548664240259938
1.07,0.46011979257378766,0.7206874205093132,0.8840554584280149,1.0387140791535907,1.209192999236413,1.4284041720220049,1.8723651638752956
1.08,0.46441997755111286,0.7274228169626713,0.8923176589740711,1.0484216873699794,1.2204938683881552,1.4417537437231451,1.8898639037245974
1.09,0.468720162528438,0.7341582134160294,0.9005798595201274,1.0581292955863684,1.2317947375398974,1.4551033154242852,1.907362643573899
1.1,0.47302034750576305,0.7408936098693873,0.9088420600661835,1.0678369038027569,1.2430956066916394,1.4684528871254257,1.9248613834232011
1.11,0.4773205324830882,0.7476290063227455,0.9171042606122398,1.0775445120191458,1.2543964758433819,1.4818024588265657,1.942360123272503
1.12,0.48162071746041335,0.7543644027761036,0.9253664611582961,1.0872521202355343,1.2656973449951239,1.4951520305277062,1.9598588631218048
1.13,0.48592090243773844,0.7610997992294616,0.9336286617043522,1.096959728451923,1.276998214146866,1.5085016022288462,1.9773576029711064
1.14,0.49022108741506354,0.7678351956828198,0.9418908622504085,1.1066673366683117,1.2882990832986083,1.5218511739299867,1.9948563428204085
1.15,0.4945212723923887,0.7745705921361778,0.9501530627964647,1.1163749448847005,1.2995999524503505,1.5352007456311267,2.0123550826697105
1.16,0.4988214573697138,0.7813059885895358,0.9584152633425209,1.1260825531010892,1.3109008216020928,1.5485503173322672,2.029853822519012
1.17,0.5031216423470388,0.7880413850428938,0.966677463888577,1.1357901613174777,1.3222016907538345,1.561899889033407,2.0473525623683138
1.18,0.5074218273243639,0.7947767814962519,0.9749396644346332,1.1454977695338664,1.3335025599055768,1.5752494607345473,2.0648513022176154
1.19,0.5117220123016892,0.8015121779496099,0.9832018649806894,1.1552053777502551,1.344803429057319,1.5885990324356873,2.082350042066917
1.2,0.5160221972790142,0.808247574402968,0.9914640655267456,1.1649129859666436,1.3561042982090612,1.6019486041368278,2.099848781916219
1.21,0.5203223822563393,0.8149829708563261,0.9997262660728019,1.1746205941830326,1.3674051673608034,1.615298175837968,2.117347521765521
1.22,0.5246225672336644,0.8217183673096842,1.0079884666188579,1.184328202399421,1.3787060365125456,1.6286477475391083,2.1348462616148227
1.23,0.5289227522109896,0.8284537637630423,1.0162506671649143,1.19403581061581,1.3900069056642876,1.6419973192402484,2.1523450014641243
1.24,0.5332229371883148,0.8351891602164003,1.0245128677109705,1.2037434188321987,1.40130777481603,1.6553468909413889,2.169843741313427
1.25,0.5375231221656399,0.8419245566697584,1.0327750682570267,1.2134510270485874,1.412608643967772,1.668696462642529,2.1873424811627284
1.26,0.5418233071429649,0.8486599531231164,1.041037268803083,1.223158635264976,1.4239095131195143,1.6820460343436694,2.20484122101203
1.27,0.54612349212029,0.8553953495764745,1.049299469349139,1.2328662434813649,1.4352103822712565,1.6953956060448094,2.2223399608613317
1.28,0.5504236770976152,0.8621307460298326,1.0575616698951955,1.2425738516977534,1.4465112514229987,1.70874517774595,2.239838700710634
1.29,0.5547238620749404,0.8688661424831907,1.0658238704412515,1.252281459914142,1.457812120574741,1.72209474944709,2.257337440559936
1.3,0.5590240470522654,0.8756015389365487,1.074086070987308,1.2619890681305308,1.469112989726483,1.73544432114823,2.2748361804092374
1.31,0.5633242320295906,0.8823369353899069,1.082348271533364,1.2716966763469197,1.4804138588782254,1.7487938928493705,2.2923349202585395
1.32,0.5676244170069158,0.889072331843265,1.0906104720794203,1.2814042845633082,1.4917147280299674,1.7621434645505107,2.3098336601078415
1.33,0.5719246019842408,0.8958077282966229,1.0988726726254765,1.291111892779697,1.5030155971817096,1.775493036251651,2.327332399957143
1.34,0.576224786961566,0.9025431247499811,1.1071348731715327,1.3008195009960857,1.5143164663334518,1.788842607952791,2.3448311398064448
1.35,0.580524971938891,0.909278521203339,1.115397073717589,1.3105271092124744,1.5256173354851938,1.8021921796539315,2.362329879655747
1.36,0.5848251569162162,0.9160139176566972,1.123659274263645,1.3202347174288631,1.5369182046369363,1.8155417513550718,2.379828619505049
1.37,0.5891253418935414,0.9227493141100553,1.1319214748097015,1.3299423256452518,1.5482190737886783,1.828891323056212,2.3973273593543505
1.38,0.5934255268708665,0.9294847105634133,1.1401836753557575,1.3396499338616406,1.5595199429404205,1.842240894757352,2.414826099203652
1.39,0.5977257118481916,0.9362201070167715,1.148445875901814,1.349357542078029,1.5708208120921627,1.8555904664584926,2.432324839052954
1.4,0.6020258968255165,0.9429555034701294,1.1567080764478699,1.359065150294418,1.582121681243905,1.8689400381596326,2.449823578902256
1.41,0.6063260818028418,0.9496908999234874,1.1649702769939263,1.3687727585108067,1.5934225503956472,1.882289609860773,2.467322318751558
1.42,0.6106262667801667,0.9564262963768455,1.1732324775399823,1.378480366727195,1.6047234195473892,1.8956391815619131,2.4848210586008594
1.43,0.6149264517574919,0.9631616928302036,1.1814946780860387,1.388187974943584,1.6160242886991312,1.9089887532630532,2.502319798450161
1.44,0.619226636734817,0.9698970892835616,1.1897568786320947,1.3978955831599724,1.6273251578508736,1.9223383249641934,2.5198185382994627
1.45,0.6235268217121421,0.9766324857369197,1.198019079178151,1.4076031913763614,1.6386260270026156,1.9356878966653337,2.5373172781487647
1.46,0.6278270066894673,0.9833678821902778,1.2062812797242073,1.4173107995927499,1.6499268961543576,1.9490374683664737,2.554816017998067
1.47,0.6321271916667923,0.9901032786436358,1.2145434802702635,1.4270184078091388,1.6612277653061,1.9623870400676142,2.5723147578473684
1.48,0.6364273766441175,0.996838675096994,1.2228056808163197,1.4367260160255273,1.672528634457842,1.9757366117687543,2.5898134976966705
1.49,0.6407275616214427,1.0035740715503518,1.2310678813623759,1.446433624241916,1.6838295036095845,1.9890861834698945,2.607312237545972
1.5,0.6450277465987678,1.01030946800371,1.239330081908432,1.4561412324583047,1.6951303727613265,2.002435755171035,2.624810977395274
1.51,0.6493279315760929,1.0170448644570682,1.2475922824544883,1.4658488406746935,1.7064312419130687,2.015785326872175,2.6423097172445758
1.52,0.6536281165534181,1.0237802609104263,1.2558544830005447,1.4755564488910822,1.717732111064811,2.0291348985733153,2.6598084570938774
1.53,0.6579283015307432,1.0305156573637841,1.2641166835466007,1.4852640571074711,1.7290329802165532,2.0424844702744553,2.6773071969431794
1.54,0.6622284865080682,1.0372510538171422,1.2723788840926569,1.4949716653238596,1.7403338493682954,2.055834041975596,2.6948059367924815
1.55,0.6665286714853933,1.0439864502705003,1.280641084638713,1.5046792735402483,1.7516347185200374,2.069183613676736,2.712304676641783
1.56,0.6708288564627185,1.0507218467238584,1.2889032851847695,1.514386881756637,1.7629355876717798,2.0825331853778764,2.729803416491085
1.57,0.6751290414400437,1.0574572431772167,1.2971654857308257,1.5240944899730258,1.7742364568235218,2.0958827570790164,2.7473021563403868
1.58,0.6794292264173687,1.0641926396305745,1.3054276862768819,1.5338020981894145,1.785537325975264,2.109232328780157,2.764800896189689
1.59,0.6837294113946939,1.0709280360839326,1.313689886822938,1.543509706405803,1.7968381951270063,2.122581900481297,2.7822996360389904
1.6,0.6880295963720191,1.0776634325372907,1.3219520873689943,1.553217314622192,1.8081390642787485,2.1359314721824374,2.799798375888292
1.61,0.6923297813493442,1.0843988289906488,1.3302142879150505,1.5629249228385804,1.8194399334304907,2.1492810438835774,2.8172971157375946
1.62,0.6966299663266691,1.0911342254440068,1.3384764884611067,1.5726325310549694,1.8307408025822327,2.1626306155847175,2.834795855586896
1.63,0.7009301513039943,1.097869621897365,1.3467386890071629,1.5823401392713579,1.8420416717339752,2.175980187285858,2.852294595436198
1.64,0.7052303362813195,1.104605018350723,1.355000889553219,1.5920477474877468,1.8533425408857171,2.1893297589869984,2.8697933352855
1.65,0.7095305212586447,1.111340414804081,1.3632630900992753,1.6017553557041353,1.8646434100374594,2.2026793306881385,2.887292075134802
1.66,0.7138307062359699,1.1180758112574392,1.3715252906453315,1.6114629639205242,1.8759442791892016,2.2160289023892785,2.9047908149841035
1.67,0.7181308912132949,1.1248112077107972,1.3797874911913879,1.6211705721369127,1.8872451483409436,2.229378474090419,2.922289554833405
1.68,0.7224310761906199,1.131546604164155,1.3880496917374439,1.6308781803533012,1.8985460174926856,2.242728045791559,2.9397882946827067
1.69,0.726731261167945,1.1382820006175132,1.3963118922835,1.6405857885696902,1.909846886644428,2.256077617492699,2.9572870345320084
1.7,0.7310314461452702,1.1450173970708715,1.4045740928295563,1.6502933967860787,1.92114775579617,2.2694271891938396,2.974785774381311
1.71,0.7353316311225954,1.1517527935242295,1.4128362933756127,1.6600010050024674,1.932448624947912,2.2827767608949796,2.9922845142306125
1.72,0.7396318160999205,1.1584881899775876,1.4210984939216686,1.669708613218856,1.9437494940996543,2.2961263325961196,3.009783254079914
1.73,0.7439320010772456,1.1652235864309457,1.429360694467725,1.6794162214352448,1.9550503632513967,2.30947590429726,3.0272819939292157
1.74,0.7482321860545706,1.1719589828843036,1.437622895013781,1.6891238296516335,1.966351232403139,2.3228254759984006,3.0447807337785178
1.75,0.7525323710318956,1.1786943793376616,1.4458850955598375,1.698831437868022,1.977652101554881,2.3361750476995407,3.06227947362782
1.76,0.7568325560092207,1.1854297757910197,1.4541472961058937,1.708539046084411,1.9889529707066231,2.3495246194006807,3.0797782134771214
1.77,0.7611327409865459,1.1921651722443778,1.4624094966519499,1.7182466543007997,2.0002538398583654,2.362874191101821,3.0972769533264235
1.78,0.7654329259638711,1.198900568697736,1.470671697198006,1.7279542625171884,2.011554709010108,2.3762237628029617,3.1147756931757256
1.79,0.7697331109411962,1.2056359651510942,1.4789338977440623,1.7376618707335771,2.02285557816185,2.3895733345041017,3.132274433025027
1.8,0.7740332959185213,1.212371361604452,1.4871960982901185,1.7473694789499659,2.034156447313592,2.4029229062052417,3.149773172874329
1.81,0.7783334808958464,1.21910675805781,1.4954582988361746,1.7570770871663544,2.045457316465334,2.416272477906382,3.1672719127236304
1.82,0.7826336658731716,1.2258421545111684,1.503720499382231,1.7667846953827433,2.0567581856170762,2.4296220496075223,3.1847706525729325
1.83,0.7869338508504967,1.2325775509645263,1.511982699928287,1.7764923035991318,2.0680590547688187,2.4429716213086627,3.2022693924222345
1.84,0.7912340358278219,1.2393129474178846,1.5202449004743435,1.7861999118155207,2.0793599239205607,2.456321193009803,3.2197681322715366
1.85,0.795534220805147,1.2460483438712424,1.5285071010203994,1.7959075200319092,2.0906607930723027,2.4696707647109433,3.237266872120838
1.86,0.7998344057824721,1.2527837403246005,1.5367693015664559,1.8056151282482982,2.101961662224045,2.4830203364120833,3.2547656119701402
1.87,0.8041345907597972,1.2595191367779586,1.545031502112512,1.8153227364646867,2.113262531375787,2.4963699081132233,3.272264351819442
1.88,0.8084347757371224,1.2662545332313169,1.5532937026585683,1.8250303446810756,2.1245634005275296,2.509719479814364,3.2897630916687435
1.89,0.8127349607144476,1.272989929684675,1.5615559032046247,1.834737952897464,2.1358642696792716,2.5230690515155043,3.307261831518045
1.9,0.8170351456917725,1.2797253261380326,1.5698181037506806,1.8444455611138528,2.1471651388310136,2.5364186232166444,3.3247605713673476
1.91,0.8213353306690977,1.2864607225913909,1.578080304296737,1.8541531693302415,2.158466007982756,2.5497681949177844,3.342259311216649
1.92,0.8256355156464228,1.293196119044749,1.586342504842793,1.86386077754663,2.169766877134498,2.563117766618925,3.359758051065951
1.93,0.8299357006237479,1.2999315154981068,1.5946047053888492,1.8735683857630185,2.18106774628624,2.5764673383200645,3.3772567909152524
1.94,0.834235885601073,1.306666911951465,1.6028669059349054,1.8832759939794075,2.1923686154379824,2.589816910021205,3.394755530764554
1.95,0.8385360705783981,1.313402308404823,1.6111291064809616,1.8929836021957962,2.2036694845897244,2.603166481722345,3.412254270613856
1.96,0.8428362555557233,1.320137704858181,1.6193913070270178,1.902691210412185,2.2149703537414664,2.616516053423485,3.429753010463158
1.97,0.8471364405330483,1.3268731013115391,1.627653507573074,1.9123988186285734,2.226271222893209,2.6298656251246255,3.44725175031246
1.98,0.8514366255103735,1.3336084977648972,1.6359157081191302,1.9221064268449624,2.2375720920449513,2.643215196825766,3.4647504901617623
1.99,0.8557368104876986,1.3403438942182553,1.6441779086651864,1.9318140350613509,2.2488729611966933,2.6565647685269065,3.4822492300110635
